samplename	originalsamplename	sitename	country	longitude	latitude	elevation	locationreliability	locationnotes	areaofsite	samplecontext	sitedescription	vegdescription	sampletype	samplemethod	agebp	ageuncertainty	ispercent	notes	okexcept	empd_version
Salonen_a13	TDRU45	Isaak-Ty	Russian Federation	58.366667	66.166667	45	C		332	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a14	F3-2		Russian Federation	54.0333	67.9333	13	C		11	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Leroy_i21	917	Lago de Banyoles	Spain	2.757076	42.127993	172	B	Coordinates estimated from Google Earth					sediment	box	-41	A	f	Lithology: sand		EMPD2
Salonen_a15	F3-3		Russian Federation	54.05	67.9333	20	C		26	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a16	F7-3		Russian Federation	56.6833	67.1167	75	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a17	F7-4		Russian Federation	56.43	67.1167	78	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a18	TDRC2	Swan lake	Russian Federation	60.25	66.1	50	C		135	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a19	TDRA1	Vankavad	Russian Federation	60.0167	65.9833	59	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a20	TDRU42a		Russian Federation	57.2667	65.9667	60	C		43	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a21	F4-4		Russian Federation	52.4	68	72	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a22	F3-12		Russian Federation	53.933333	67.95	13	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a23	F-3-6		Russian Federation	54	67.9333	18	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a24	TDRA2	Vankavad	Russian Federation	60.0167	65.9833	59	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a25	TDRU46	Llet-Ti	Russian Federation	59.303	66.535	50	B	Lake identified and location checked on Google Earth	46	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a26	TDRG1		Russian Federation	59.180546	64.976994	250	C		20	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a27	F4-2		Russian Federation	52.3833	68	4.8	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a28	TDRF3		Russian Federation	59.516667	67.183333	110	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a29	TDRF1		Russian Federation	59.516667	67.183333	110	C		12	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a30	TDRD2	Tumbulovaty	Russian Federation	59.553	67.119	110	B	Lake identified and location checked on Google Earth	42	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a31	F8-2		Russian Federation	59.7167	67.8667	23	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a32	TDRU11a	Podvaty	Russian Federation	63.0833	67.45	116	C		44	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a33	TDRE1	Mezhgornye	Russian Federation	59.667	65.257	514	B	Lake identified and location checked on Google Earth	6	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a34	TDRV16a		Russian Federation	65.579	67.775	172	B	Lake identified and location checked on Google Earth	139	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a35	Vanuk-Ty		Russian Federation	62.75	68	132	C		830	lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a36	Tula1		Russian Federation	38.35	53.83	187	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a37	Tula2		Russian Federation	38.47	53.88	153	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a38	Tula3		Russian Federation	39.03	53.67	186	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a39	Tula4		Russian Federation	39.67	53.57	164	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a40	Tula5		Russian Federation	39.05	54.33	143	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a41	Tula6		Russian Federation	38.83	54.3	164	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a42	Tula7		Russian Federation	38.85	54.25	157	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a43	Tula8		Russian Federation	40	54.83	117	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a44	Tula9		Russian Federation	40.15	55.17	123	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a45	Tula10		Russian Federation	39.98	55.25	127	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a46	Tula11		Russian Federation	39.73	55.63	125	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Salonen_a47	Tula12		Russian Federation	38.82	55.88	140	C			lake			sediment	gravity corer		C	f	Samples were collected from medium-sized lakes in 1998–2009, using a surface sediment sampler from a boat or through the ice.		EMPD2
Shumilovskikh_a13	69.0	Northern Anatolia	Turkey	40.274367	40.211417	1664	A			scattered trees/shrubs		Artemisia-Poaceae-thorn shrub-steppe		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a14	71.3	Northern Anatolia	Turkey	40.263933	40.478983	1807	A			scattered trees/shrubs		Thorn shrub-steppe (on slope)		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a15	72.0	Northern Anatolia	Turkey	40.253083	40.500983	2054	A			natural grassland		Alpine meadow		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a16	84.0	Northern Anatolia	Turkey	40.228533	40.579917	1279	A			closed forest		Picea orientalis-Corylus forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a1	24.0	Northern Anatolia	Turkey	37.215833	41.036417	376	A			closed forest		Castanea-Fagus forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a2	25.0	Northern Anatolia	Turkey	37.16875	40.996	491	A			closed forest		Fagus-Castanea forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a3	36.0	Northern Anatolia	Turkey	37.007983	40.80805	1278	A			closed forest		Fagus forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a4	40.0	Northern Anatolia	Turkey	37.009117	40.710117	989	A			closed forest		Pinus sylvestris forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a5	43.0	Northern Anatolia	Turkey	37.016083	40.71345	954	A			closed forest		Quercus-Carpinus orientalis forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a6	49.1	Northern Anatolia	Turkey	37.09005	40.422133	729	A			closed forest		Ceder libani forest (under trees)		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a7	50.0	Northern Anatolia	Turkey	36.68175	40.408067	719	A			closed forest		Quercus dec.-Carpinus orientalis forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a8	51.0	Northern Anatolia	Turkey	36.561483	40.054767	1239	A			forest undefined		Quercus pubescens-Juniperus oxycedrus/excelsa		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a9	53.2	Northern Anatolia	Turkey	36.5276	39.942933	1586	A			scattered trees/shrubs		Poaceae-thorn shrubs (on stone)		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a10	57.0	Northern Anatolia	Turkey	37.40335	39.893067	1432	A			natural grassland		Steppe on gypsum		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a11	62.0	Northern Anatolia	Turkey	40.16255	39.5714	1416	A			scattered trees/shrubs		Astracanthus-Prunus forest steppe		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a12	65.0	Northern Anatolia	Turkey	40.564883	39.9943	1822	A			natural grassland		Poaceae-Acantholimon steppe		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a17	85.0	Northern Anatolia	Turkey	40.210033	40.653917	807	A			closed forest		Picea mixed forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a18	86.0	Northern Anatolia	Turkey	40.2278	40.678	617	A			closed forest		Fagus-Castanea-Picea-Carpinus betulus forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a19	93.0	Northern Anatolia	Turkey	40.246467	40.751083	273	A			closed forest		mixed forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a20	95.0	Northern Anatolia	Turkey	40.266717	40.819867	142	A			closed forest		mixed forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a21	96.0	Northern Anatolia	Turkey	40.365267	40.96895	24	A			orchard		Camellia sinensis plantation		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a22	122.0	Northern Anatolia	Turkey	41.931583	41.1459	260	A			scattered trees/shrubs		Quercus-Juniperus forest-steppe		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a23	124.0	Northern Anatolia	Turkey	42.5207	41.20215	2429	A			natural grassland		alpine meadow		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a24	126.0	Northern Anatolia	Turkey	42.467583	41.226667	2195	A			closed forest		Pinus forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a25	127.0	Northern Anatolia	Turkey	42.4556	41.224383	2007	A			closed forest		Abies forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a26	132.0	Northern Anatolia	Turkey	42.329283	41.251733	1033	A			closed forest		Picea forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a27	133.0	Northern Anatolia	Turkey	42.2942	41.262867	805	A			closed forest		Carpinus-Quercus forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a28	134.0	Northern Anatolia	Turkey	42.153433	41.258383	603	A			scattered trees/shrubs		Quercus forest-steppe		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a29	137.0	Northern Anatolia	Turkey	41.7935	41.221	257	A			open forest		Arbutus andrachne-Quercus-Cistus		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a30	140.0	Northern Anatolia	Turkey	41.63535	41.370567	217	A			closed forest		Carpinus-Alnus-Corylus forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Shumilovskikh_a31	143.0	Northern Anatolia	Turkey	41.502817	41.391583	368	A			closed forest		mixed forest		hand picking - multiple samples	-62	A	f	Every surface sample (mosses, litter, soil) consists of several sub-samples collected in sampling areas of a few to a hundred square meters (Herzschuh et al., 2005; Hicks, 2007)		EMPD2
Stivrins_a1	Lake Lielais Svetinu	Lake Lielais Svetinu	Latvia	27.13333	56.75	96.2	B		18.8	lake	lake	The flat shores of the lake are surrounded by Betula, Picea, and Pinus with scattered stands of Ulmus, Tilia, Alnus and Quercus. Catchment is predominantly forested but also partly covered by fields.	sediment	gravity corer	-59	A	f			EMPD2
Stivrins_a2	Bog Mazais Svetinu	Bog Mazais Svetinu	Latvia	27.13333	56.75	96.2	A		0.1	wetland bog	closed forest/forest hollow	Stand-scale site situated under a closed canopy of Betula, Picea and Pinus.	peat	russian corer	-59	A	f	Sample type: peat/soil		EMPD2
Stivrins_a3	Lake Araisu	Lake Araisu	Latvia	25.28333	57.25	120.2	B		32.6	lake	lake/scattered trees/arable	Lake surrounded by scattered stands of Alnus incana/glutinosa, Betula pendula/pubescens, Picea abies, Pinus sylvestris and Quercus robur. Landscape is predominantly open fields and meadows.	sediment	gravity corer	-62	A	f			EMPD2
Stivrins_a4	Lake Kikuru	Lake Kikuru	Latvia	21.625833	56.813888	38.7	B		21.6	lake	lake/arable/pasture/urban	Lake is surrounded by open fields and scarce stands of pine (Pinus sylvestris) and birch (Betula pubescens).	sediment	gravity corer	-63	A	f			EMPD2
Stivrins_a5	Lake Trikatas	Lake Trikatas	Latvia	25.7	57.533333	50	B		13	lake	lake/urban/pasture/arable	The surrounding landscape comprises a mixture of cultivated land and pasture overlaying sandy and podzolic soils. The modern vegetation cover along the lake margins comprises Alnus incana/glutinosa, Betula pendula/pubescens, Picea abies, Pinus sylvestris, Quercus robur.	sediment	gravity corer	-62	A	f			EMPD2
Stivrins_a6	Lake Lilaste	Lake Lilaste	Latvia	24.351388	57.178888	0.5	B		183.6	lake	lake/forest/urban/pasture	The lake s catchment area is covered by pine forest and bogs.	sediment	gravity corer	-63	A	f			EMPD2
Stivrins_a7	Naava forest-hollow	Naava forest-hollow	Finland	25.056462	61.242999	174	A		0.1	closed forest	soil/small forest hollow	Pine, spruce and birch are dominant tree species.	peat	russian corer	-65	A	f	Sample type: peat/soil		EMPD2
Leroy_i22	931	Lago de Banyoles	Spain	2.748641	42.118669	172	B	Coordinates estimated from Google Earth					sediment	box	-43	A	f	Lithology: fine		EMPD2
Stivrins_a8	Polttiais forest-hollow	Polttiais forest-hollow	Russian Federation	36.7478	62.274867	150	A		0.1	closed forest	soil/small forest hollow	Pine, spruce and birch are dominant tree species.	peat	russian corer	-65	A	f	Sample type: peat/soil		EMPD2
Stivrins_a9	Pine forest-hollow	Pine forest-hollow	Russian Federation	37.76261	61.835829	161	A		0.1	closed forest	soil/small forest hollow	Pine, spruce and birch are dominant tree species.	peat	russian corer	-65	A	f	Sample type: peat/soil		EMPD2
Stivrins_a10	Bardarlaug	Bardarlaug	Iceland	-23.679776	64.75871	119	B	volcanic crater	1	lake	lake/pasture/scarsce vegetation	The small catchment consists of the steep slopes of a volcanic crater which forms the site. At present, the slopes are covered by thin soils and vegetation - grasses, shrubs with occasional stands of juniper and dwarf birch. In some areas, the deep erosion spots reveal bare rock.	sediment	auger corer	-61	A	f			EMPD2
Stivrins_b1	Lake Sūnezers	Lake Sūnezers	Latvia	22.265616	57.113101	47.8	A		1.4	lake	lake	Lake is located in the forest. Vegetation: dominates by pine, secondary spruce and birch	sediment	gravity corer	-68	A	f	Sample context: lake/forest		EMPD2
Stivrins_b2	Lake Vēžezers	Lake Vēžezers	Latvia	22.341909	57.124849	50.3	B		7	lake	lake	Surounded by pine, spruce and birch forest (dominates pine, as it is sandy area, old dunes can be found in the landscape)	sediment	gravity corer	-68	A	f	Sample context: lake/forest		EMPD2
Stivrins_b3	Lake Bricu	Lake Bricu	Latvia	25.871095	57.115536	208.4	B		16	lake	lake	Lake is surrounded by 60% open land - arable/pasture fields. Overgrown/boggy one side. Shallow lake. Important from the historical point of view - lake settlement site of Iron age.	sediment	gravity corer	-68	A	f	Sample context: lake/arable/pasture		EMPD2
Stivrins_b4	Lake Lielais Vipēdis	Lake Lielais Vipēdis	Latvia	23.000251	56.591324	96.2	B		20.1	lake	lake	Lake is located within the forest, but not so far there are rather open landscape - arable/pasture lands.	sediment	gravity corer	-68	A	f	Sample context: lake/forest/pasture/arable land		EMPD2
Stojakowits_a1	SSM1	Mehlblockmoos	Germany	10.47475	47.72015	850	B		15	wetland bog	Bog	Mainly commercial forests with Picea abies, sometimes with Fagus sylvatica; LocalVeg: bog plants	moss	hand picking	-61	A	f			EMPD2
Stojakowits_a2	SSM2	Mehlblockmoos	Germany	10.47475	47.72015	850	B		15	wetland bog	Bog	Mainly commercial forests with Picea abies, sometimes with Fagus sylvatica; LocalVeg: bog plants	moss	hand picking	-61	A	f			EMPD2
Stojakowits_a3	SSM3	Mehlblockmoos	Germany	10.47475	47.72015	850	B		15	open forest	Bog forest	Mainly commercial forests with Picea abies, sometimes with Fagus sylvatica; LocalVeg: bog plants	moss	hand picking	-61	A	f			EMPD2
Stojakowits_a4	SSD1	Dürrenbühl	Germany	10.43175	47.70553	924	B		7	wetland bog	Bog	Mainly commercial forests with Picea abies, sometimes with Fagus sylvatica; LocalVeg: bog plants	moss	hand picking	-61	A	f			EMPD2
Stojakowits_a5	SSD2	Dürrenbühl	Germany	10.43175	47.70553	924	B		7	wetland bog	Bog	Mainly commercial forests with Picea abies, sometimes with Fagus sylvatica; LocalVeg: bog plants	moss	hand picking	-61	A	f			EMPD2
Stojakowits_a6	SSD3	Dürrenbühl	Germany	10.43175	47.70553	924	B		7	open forest	Bog forest - Pinus rotundata	Mainly commercial forests with Picea abies, sometimes with Fagus sylvatica; LocalVeg: bog plants	moss	hand picking	-61	A	f			EMPD2
Tinner_a1	KKO1 1	Kichikol lake; Juniperus forest transect according to canopy cover	Kyrgyzstan	73.55	39.983333	2554	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Juniperus turkestanica and J. semiglobosa open woodland (10% canopy cover*)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a2	KKO1 2	Kichikol lake; Juniperus forest transect according to canopy cover	Kyrgyzstan	73.55	39.983333	2554	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Juniperus turkestanica and J. semiglobosa open woodland (20% canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a3	KKO1 3	Kichikol lake; Juniperus forest transect according to canopy cover	Kyrgyzstan	73.55	39.983333	2554	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Juniperus turkestanica and J. semiglobosa open woodland (45% canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a4	KKO1 4	Kichikol lake; Juniperus forest transect according to canopy cover	Kyrgyzstan	73.55	39.983333	2554	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	closed forest		Juniperus turkestanica and J. semiglobosa forest (80% canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a5	KKO1 5	Kichikol lake; Juniperus forest transect according to canopy cover	Kyrgyzstan	73.55	39.983333	2554	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	closed forest		Juniperus turkestanica and J. semiglobosa forest (100% canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a6	KKO2 1	Kichikol lake; transect from Juniperus forests to meadows	Kyrgyzstan	73.55	39.983333	2554	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	closed forest		Juniperus turkestanica and J. semiglobosa forest (75% canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a7	KKO2 2	Kichikol lake; transect from Juniperus forests to meadows	Kyrgyzstan	73.55	39.983333	2554	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	open forest		Juniperus turkestanica and J. semiglobosa open woodland (30% canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a8	KKO2 3	Kichikol lake; transect from Juniperus forests to meadows	Kyrgyzstan	73.55	39.983333	2554	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	pasture		Meadows (Artemisia, Poaceae, other herbs; 0% canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a9	KKO2 4	Kichikol lake; transect from Juniperus forests to meadows	Kyrgyzstan	73.55	39.983333	2554	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	pasture		Meadows (Artemisia, Poaceae, other herbs; 0% canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a10	KKO2 5	Kichikol lake; transect from Juniperus forests to meadows	Kyrgyzstan	73.55	39.983333	2554	C	The precise coordinates of the sampling sites were not given in the relevant publication	1	pasture		Meadows (Artemisia, Poaceae, other herbs; 0% canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a11	NOVO 1	Nishneye and Verkhneye Ozero lakes; Juglans forests	Kyrgyzstan	72.95	41.3	1406.5	C	The precise coordinates of the sampling sites were not given in the relevant publication. Altitude between 1371/1443m	1	open forest		Juglans regiaopen woodland (50% canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
Tinner_a12	NOVO 2	Nishneye and Verkhneye Ozero lakes; Juglans forests	Kyrgyzstan	72.95	41.3	1406.5	C	The precise coordinates of the sampling sites were not given in the relevant publication. Altitude between 1371/1443m	1	open forest		Mixed deciduous woodland (Acer turkestanica, Crataegus turkestanica, Malus kirghisorum, Prunus sogdiana; 30% canopy cover)	moss	hand picking	-54	A	f	The age indicated corresponds to the year of sampling 2003/2005. Age uncertainties correspond to the sampled material: moss polsters/soil surface		EMPD2
